SLNO,FREQUENCY,OUTPUT
1,3.8582058787264297,0
2,23.596408588168313,0
3,25.907457050389688,0
4,7.774680034984215,0
5,19.78928146805389,0
6,9.061122511837983,0
7,2.2608300709520086,0
8,16.6177751001295,0
9,7.47152438935759,0
10,11.217876419697026,0
11,4.023312185975595,0
12,22.49019116502662,0
13,15.920329742942174,0
14,27.719371560550726,0
15,5.783618075751726,0
16,26.289627003767027,0
17,0.06670091638639075,0
18,15.420221265522038,0
19,23.97716960088048,0
20,13.827387892409423,0
21,27.538905566698634,0
22,2.037912415603415,0
23,12.287570559296517,0
24,19.37571056486884,0
25,9.027564696637066,0
26,24.38873880486981,0
27,27.372229395675348,0
28,10.014552180842657,0
29,11.390386349132017,0
30,7.412860755596473,0
31,23.053247839674597,0
32,14.18592331468934,0
33,18.423589576647444,0
34,15.870370040073622,0
35,3.038623473579737,0
36,22.476806351061793,0
37,3.379410034320294,0
38,2.1892055180030296,0
39,6.661249217137998,0
40,21.418880522039682,0
41,8.787798520526191,0
42,12.49925525909613,0
43,15.087866020086555,0
44,7.096094965681555,0
45,13.042373199360462,0
46,18.175308012811772,0
47,1.3477761761934994,0
48,13.325360999183378,0
49,25.438750407993325,0
50,9.08240214157975,0
51,26.685383560505837,0
52,2.772629056531162,0
53,24.679174417985124,0
54,2.6886753899902165,0
55,16.489557479821805,0
56,10.260395077701775,0
57,17.243582401458305,0
58,16.165030687742973,0
59,15.187553679733433,0
60,10.639681547451609,0
61,17.341073781803694,0
62,21.932090763313948,0
63,21.37889479979313,0
64,12.812066045746622,0
65,13.750363403895633,0
66,23.650571064709396,0
67,6.205006687172102,0
68,16.935939748650945,0
69,22.334507194902823,0
70,19.915168120963123,0
71,15.439849202434951,0
72,18.450733197852728,0
73,27.82219831978766,0
74,24.892072002431657,0
75,12.038262193979389,0
76,27.904501594281726,0
77,12.257924820256637,0
78,27.274460546875538,0
79,3.3760377400571433,0
80,25.54984064776426,0
81,13.552979604786763,0
82,25.494218001531866,0
83,16.907604815400358,0
84,6.220179690547399,0
85,24.548715745477356,0
86,26.050532493368575,0
87,16.310068483475725,0
88,12.574674598447187,0
89,9.328671260855467,0
90,15.838563511669273,0
91,3.961812347091188,0
92,11.540226209526319,0
93,2.998362222162927,0
94,26.206209495970555,0
95,24.46215068317904,0
96,20.114036305315985,0
97,11.46837697756137,0
98,1.2313861854994537,0
99,5.253987351462081,0
100,3.5979638856543645,0
101,11.005196574590148,0
102,10.936240268574938,0
103,18.74929879304736,0
104,16.251872488469605,0
105,19.77157114331992,0
106,25.978569817655078,0
107,9.288046627528345,0
108,0.039031475953887895,0
109,24.824012198173207,0
110,17.348765177897253,0
111,25.259529178841454,0
112,1.813811753739679,0
113,24.174548312811815,0
114,24.461222734882895,0
115,23.335269779993087,0
116,27.34200421663027,0
117,17.893211062290614,0
118,19.02718997435697,0
119,15.415978771909927,0
120,8.607800769197329,0
121,19.16029141543678,0
122,9.82320427098336,0
123,4.228904344731654,0
124,26.113958683035726,0
125,15.221074132662533,0
126,16.809392218892203,0
127,21.537260125586144,0
128,14.144112612265598,0
129,26.975309885926837,0
130,2.1186692129601368,0
131,20.671062748166214,0
132,1.8075289682977305,0
133,21.28604941962076,0
134,25.918319332171954,0
135,5.287999343662549,0
136,4.746958298011675,0
137,21.62795698452171,0
138,9.555860653889283,0
139,10.85055651869206,0
140,6.804394013223797,0
141,16.099408199277082,0
142,27.92291783975378,0
143,19.261361842808142,0
144,14.586076424627596,0
145,1.4847778272957162,0
146,8.041818653753065,0
147,3.3542617558536656,0
148,11.359779968975992,0
149,0.9036629195945864,0
150,13.148480355304907,0
151,8.17466600806673,0
152,21.914664239795854,0
153,21.46627917681564,0
154,4.592248261918909,0
155,24.468150308300242,0
156,20.70352481089289,0
157,15.98149718181768,0
158,4.699184615065393,0
159,12.289905252525422,0
160,26.819356178670034,0
161,22.083684266293783,0
162,16.794757625535514,0
163,24.35712715572485,0
164,20.99914644928537,0
165,3.2110709673635225,0
166,17.830883575171615,0
167,12.391216691036961,0
168,11.611190617201759,0
169,18.99762009421521,0
170,20.19811407376268,0
171,24.71457599003458,0
172,5.57126552760985,0
173,9.2896594953408,0
174,6.0200720482350825,0
175,21.156863927367922,0
176,2.5195091838669876,0
177,22.05309822020498,0
178,10.018902387083097,0
179,4.75112945113829,0
180,20.0939899159568,0
181,0.3415107667375161,0
182,24.205230942212907,0
183,18.80391796102532,0
184,10.1683426976705,0
185,3.525747069872543,0
186,19.229308273609597,0
187,1.281480978846571,0
188,12.722029492139423,0
189,7.2272470944563025,0
190,26.31948961741379,0
191,17.201949489401233,0
192,22.25741830313104,0
193,7.252776098037845,0
194,13.129449762837405,0
195,5.570689865840402,0
196,17.578678782393553,0
197,8.66879241622298,0
198,12.636174824433773,0
199,15.137638190626161,0
200,0.36818862735749125,0
201,19.033723219564525,0
202,16.07716201793928,0
203,5.602318401557225,0
204,7.93722315773149,0
205,11.625492188041951,0
206,23.07200948037867,0
207,5.103231311004553,0
208,17.940046252167136,0
209,22.619057871571485,0
210,0.7721184175132008,0
211,13.150054610209974,0
212,20.799691889716048,0
213,13.648283863644217,0
214,6.170057231719496,0
215,21.07572200209245,0
216,7.913590039518603,0
217,15.04638247726872,0
218,3.21496973481964,0
219,22.763566619560084,0
220,10.726894383052912,0
221,5.182517538527306,0
222,19.72322944852807,0
223,25.36849576461098,0
224,21.63811377324443,0
225,10.60693624444702,0
226,13.079897918887342,0
227,15.006581142043046,0
228,22.106109999606616,0
229,7.090608622658259,0
230,4.3255521269866435,0
231,6.305522802670478,0
232,15.279586713705157,0
233,11.872061896072202,0
234,2.4070585125009023,0
235,9.809975897641124,0
236,17.711553963689205,0
237,27.888654144175142,0
238,0.7441194948141479,0
239,10.260065902432316,0
240,2.5357655956829577,0
241,14.597706393082197,0
242,25.809415996726564,0
243,27.698343163875826,0
244,23.396222732149692,0
245,27.5890668121374,0
246,2.3044323647013916,0
247,8.610527919496265,0
248,15.490681848659067,0
249,26.877708158645024,0
250,12.423751993208775,0
251,4.559101695660369,0
252,7.068818890602916,0
253,4.6164060439854255,0
254,27.239827086249655,0
255,18.028839273548794,0
256,11.671912878649891,0
257,10.942858253604527,0
258,23.615635688055313,0
259,24.962487260391853,0
260,23.658276863116356,0
261,14.791787250463562,0
262,4.910933652827874,0
263,26.214346574815114,0
264,3.3085966963927533,0
265,26.18548198519696,0
266,12.412381816326663,0
267,2.3408501579709404,0
268,15.99602457200087,0
269,10.883752292370765,0
270,17.999045527555587,0
271,2.5142294449500113,0
272,16.594300008841603,0
273,21.200439228246225,0
274,22.897935234925317,0
275,21.720739850565657,0
276,9.451958146094599,0
277,6.533065117316828,0
278,7.4027538469214464,0
279,16.084846205864746,0
280,16.948494736165898,0
281,15.728594705962562,0
282,3.060762075903322,0
283,0.619358240157811,0
284,26.128904189104336,0
285,25.755735783012057,0
286,20.087267535477675,0
287,7.706332727868904,0
288,13.736304963522675,0
289,7.418490149805505,0
290,7.646648038133142,0
291,8.479286839094943,0
292,10.3985029636579,0
293,10.178400957042745,0
294,2.9470044089969494,0
295,3.0396215464720817,0
296,2.86477160720524,0
297,22.19644843667087,0
298,7.120723909738119,0
299,19.67923512761229,0
300,7.7077417096176575,0
301,13.277742613269309,0
302,24.676588872518067,0
303,23.799524262475966,0
304,26.456109759452925,0
305,17.197743016518032,0
306,4.365459019351103,0
307,14.290973126316953,0
308,13.262262498519455,0
309,12.239341691748047,0
310,11.322681113140419,0
311,27.15572950754193,0
312,24.306764801216282,0
313,26.022806585147165,0
314,7.366792561082319,0
315,22.22538858638549,0
316,1.87975213854065,0
317,1.4303639359567781,0
318,5.615338959407579,0
319,10.126365905780823,0
320,10.582204209060825,0
321,25.550921479811773,0
322,16.118348943039752,0
323,23.08088309434021,0
324,10.423200762020668,0
325,10.375064274540021,0
326,5.205968589823376,0
327,18.89868653755529,0
328,18.976742058621372,0
329,17.00939357897614,0
330,13.04346426553336,0
331,19.91692359030614,0
332,16.277463272221095,0
333,15.410626463692903,0
334,0.801376109022137,0
335,9.48494769669563,0
336,17.02927393819913,0
337,1.4147364667158628,0
338,15.351924698282088,0
339,20.488275191964455,0
340,13.680090238876081,0
341,9.653990955199376,0
342,13.42434178586056,0
343,24.70370188003939,0
344,6.382567643009338,0
345,25.855102001922543,0
346,2.602775090239895,0
347,22.899167109123237,0
348,12.667703070255776,0
349,19.56073742655877,0
350,17.519980531689196,0
351,11.790426140156141,0
352,22.973238333327707,0
353,22.775429431597058,0
354,18.499558282482596,0
355,7.121879010122262,0
356,18.58162384344699,0
357,20.357739719756413,0
358,23.19347598252042,0
359,19.76458879549146,0
360,20.866097248914972,0
361,12.703942323472756,0
362,24.89448375189126,0
363,15.774751265677358,0
364,10.367006860946201,0
365,3.2880729741184016,0
366,5.435237732064444,0
367,5.370321699839344,0
368,17.41576953775066,0
369,3.8951272029962185,0
370,23.297578264762006,0
371,18.856155129260454,0
372,19.53882537853227,0
373,16.944749063534868,0
374,12.188853086224887,0
375,15.47562775277953,0
376,27.053606705162693,0
377,23.50470833934401,0
378,2.36457044792595,0
379,25.116111814743288,0
380,13.814986570557984,0
381,5.9491034478563956,0
382,18.01354693294864,0
383,7.408560981874644,0
384,7.852644344881623,0
385,10.929090516104587,0
386,8.470348516878625,0
387,27.395653184443873,0
388,23.37111207892265,0
389,27.599499342057072,0
390,15.568660957041637,0
391,16.186669966573017,0
392,3.665958476727174,0
393,9.340440401223269,0
394,14.075763507679046,0
395,14.515183888404154,0
396,26.896979993587966,0
397,20.19577370961843,0
398,25.38004563703647,0
399,20.483896413687976,0
400,14.371987986466104,0
401,20.01929466579402,0
402,6.959329607025987,0
403,12.373426368183061,0
404,2.894366069436243,0
405,1.5396555246881345,0
406,4.349039896061557,0
407,16.3018806648349,0
408,8.685259860029868,0
409,23.06946431304898,0
410,12.429035022371707,0
411,24.79454852459466,0
412,21.404462672536717,0
413,26.162791595323725,0
414,21.45543953438188,0
415,15.849825054745303,0
416,13.967170496686297,0
417,19.163529666395014,0
418,22.85691362746937,0
419,17.434513373194765,0
420,21.952529962349885,0
421,5.741075740508065,0
422,23.37254816150668,0
423,16.83213422666857,0
424,11.027456874102944,0
425,2.6952115032173967,0
426,9.896321699141938,0
427,22.54438426432619,0
428,5.532680828147299,0
429,25.1120023885137,0
430,26.732918022869697,0
431,15.167169062580596,0
432,21.89590589965765,0
433,6.169041688215991,0
434,22.85069408612286,0
435,10.849121034510068,0
436,13.521699795004794,0
437,26.256384175324673,0
438,7.3016501329394,0
439,17.69447830277012,0
440,27.534865423765943,0
441,25.689285031676818,0
442,9.031640430303456,0
443,0.2944825829127131,0
444,25.387786683213164,0
445,24.143594608719372,0
446,10.767480506250198,0
447,12.697107701867598,0
448,16.67202176026157,0
449,10.056107637559819,0
450,20.709116796255028,0
451,2.962077323349643,0
452,9.689188587969383,0
453,11.784207000555698,0
454,26.186627502158164,0
455,27.56218613142641,0
456,7.866100465853909,0
457,2.4451753164287893,0
458,10.844721877677443,0
459,27.516509472464417,0
460,8.506928225675452,0
461,15.86051697345983,0
462,15.941327683650876,0
463,20.49589065129844,0
464,9.24823693321089,0
465,23.46334618184668,0
466,23.320758602314253,0
467,24.903975626324012,0
468,20.008080339431668,0
469,1.6308687400342001,0
470,5.909778452627602,0
471,10.80652403216838,0
472,15.087009656544005,0
473,25.272754759087437,0
474,26.76141238243674,0
475,0.45742873402285467,0
476,18.757304176422075,0
477,25.870974384642928,0
478,1.6907161299503075,0
479,14.637673717086711,0
480,4.443771755441148,0
481,4.935703940324215,0
482,2.6219197633383193,0
483,25.42195199496883,0
484,7.138452537500019,0
485,7.494849993047874,0
486,1.0544540400809739,0
487,15.429412576004772,0
488,1.658850504244425,0
489,14.511038427946765,0
490,26.681947277892686,0
491,17.65551361298699,0
492,15.328219814706262,0
493,8.616360619237021,0
494,16.53187589082242,0
495,21.304748068267102,0
496,14.037968069438051,0
497,22.48386601133706,0
498,1.6671452156690405,0
499,14.896157055876017,0
500,12.62086953050204,0
501,20.024329188800635,0
502,12.519070348857857,0
503,7.403484532583289,0
504,23.98632350954869,0
505,26.241001233752765,0
506,15.538448526138978,0
507,3.8435972921277877,0
508,24.389748779653466,0
509,5.972042524383069,0
510,14.47435406812873,0
511,13.564335925961931,0
512,4.0511520963043415,0
513,14.423725608405295,0
514,23.804411850014993,0
515,7.1678920710777945,0
516,12.700620817954341,0
517,26.18484627733655,0
518,17.512247851034502,0
519,2.3949841551914135,0
520,22.667962394511715,0
521,12.382003055243942,0
522,13.20550263133679,0
523,5.61809391603899,0
524,13.609037554794616,0
525,17.65006526349229,0
526,11.357571568083298,0
527,26.08068291355693,0
528,2.828163164577865,0
529,11.795415758611982,0
530,5.6990312152378255,0
531,10.978725902284653,0
532,16.517443602354177,0
533,6.464835768977974,0
534,6.2584019213774535,0
535,2.746078868655603,0
536,27.50814346740571,0
537,20.722290265306416,0
538,13.317527991187333,0
539,23.607142401244147,0
540,7.451521269059262,0
541,21.127088501504034,0
542,17.641104973708515,0
543,21.506193817848658,0
544,19.396901084428617,0
545,23.070464792700466,0
546,22.04494091639192,0
547,8.149986496512206,0
548,6.235721057253946,0
549,16.522395451365536,0
550,16.16768007953513,0
551,8.525309236348932,0
552,26.03485205123828,0
553,0.9291428832404129,0
554,14.13257709342716,0
555,13.568384791972441,0
556,24.453373730141713,0
557,4.094216086660335,0
558,2.2996921618451815,0
559,19.84321038778815,0
560,19.85433561538347,0
561,27.100763088090773,0
562,24.127700928154976,0
563,13.014218967400536,0
564,8.694190150838217,0
565,6.3721029481041125,0
566,24.740957938988675,0
567,6.7066209940369514,0
568,5.1729369964247525,0
569,18.403632389237067,0
570,10.558164056988511,0
571,23.525257141497754,0
572,14.533195041118079,0
573,9.320472199553,0
574,22.314242839446983,0
575,7.625737998610635,0
576,8.623045632688706,0
577,25.2174838916637,0
578,5.545106715280182,0
579,14.702450732033334,0
580,15.846887671741653,0
581,3.921547597619717,0
582,17.21999219677785,0
583,0.5436776678603081,0
584,24.955231354587948,0
585,22.2066144717465,0
586,26.159302842763726,0
587,16.355163098128003,0
588,0.7225026864013588,0
589,0.4677246279252394,0
590,17.44036181300257,0
591,13.855154123130852,0
592,15.624451032342517,0
593,16.673430659742294,0
594,0.6144234996593037,0
595,15.099777042843893,0
596,12.929645401379755,0
597,9.39105819471858,0
598,3.6563868451502723,0
599,0.03813515519002042,0
600,19.542069416182557,0
601,24.13546311612395,0
602,14.220847816550805,0
603,8.626305416973956,0
604,6.095283814576664,0
605,0.1385109999579952,0
606,10.511079059438341,0
607,1.0100260884080248,0
608,14.343002089418512,0
609,22.034042117155366,0
610,27.00249373368598,0
611,2.943780593295543,0
612,16.1401309142733,0
613,12.43347191780478,0
614,23.83320847872731,0
615,1.737028453277743,0
616,15.643482224706135,0
617,10.98231505743832,0
618,14.246119083247345,0
619,8.475114289852012,0
620,5.205512206566432,0
621,6.339052418409462,0
622,26.388613848577947,0
623,2.890753047141814,0
624,9.189363343934954,0
625,20.067565161816063,0
626,23.67907055854784,0
627,19.811703881526068,0
628,8.423363484674665,0
629,3.1722193531334626,0
630,3.3475866772500495,0
631,18.973287835376293,0
632,17.627491021542628,0
633,19.507036868339213,0
634,1.799297215237016,0
635,12.873268517767874,0
636,11.283875058911573,0
637,21.227247442134754,0
638,20.96892337047437,0
639,2.8162523923626535,0
640,9.842072950382459,0
641,23.787412268721134,0
642,2.648822980523003,0
643,1.9345986549070715,0
644,23.78047656932769,0
645,20.050892461357492,0
646,11.103437966265341,0
647,17.713694390023647,0
648,16.85034215032888,0
649,12.507660426631004,0
650,19.583454148570567,0
651,24.47707097402802,0
652,2.0431056607188594,0
653,19.920453990639718,0
654,13.678877694980493,0
655,25.380593411581717,0
656,12.297820201487195,0
657,25.295500795331805,0
658,11.073538661774919,0
659,15.255606215897847,0
660,8.603298759760195,0
661,19.951977959992124,0
662,22.171749418518996,0
663,23.469352338708894,0
664,19.218663167099027,0
665,4.096691977493771,0
666,27.6809429153952,0
667,1.104458327229656,0
668,6.124040570020908,0
